Type,Mod Name,ObjectIndex,Editor Id,Name
NPC_,Crowded Roads Revisited.esp,0x006B94,LRcrTravellerMiddle22K,Traveller J'Zhirr
NPC_,Crowded Roads Revisited.esp,0x006B95,LRcrTravellerMiddle23A,Traveller Oleeme
NPC_,Crowded Roads Revisited.esp,0x006B96,LRcrTravellerMiddle23K,Traveller Ri'Rava
NPC_,Crowded Roads Revisited.esp,0x006B97,LRcrTravellerMiddle1O,Traveller Orakh
NPC_,Crowded Roads Revisited.esp,0x006B98,LRcrTravellerCommoner1O,Traveller Bugdub
NPC_,Crowded Roads Revisited.esp,0x006B99,LRcrTravellerCommoner11O,Traveller Gakken
NPC_,Crowded Roads Revisited.esp,0x006B9A,LRcrTravellerCommoner12O,Traveller Durash
NPC_,Crowded Roads Revisited.esp,0x006B9B,LRcrTravellerCommoner13O,Traveller Kharzu
NPC_,Crowded Roads Revisited.esp,0x006B9C,LRcrTravellerCommoner2O,Traveller Yadbaam
NPC_,Crowded Roads Revisited.esp,0x006B9D,LRcrTravellerCommoner21O,Traveller Bagamul
NPC_,Crowded Roads Revisited.esp,0x006B9E,LRcrTravellerCommoner22O,Traveller Bugdul
NPC_,Crowded Roads Revisited.esp,0x006B9F,LRcrTravellerCommoner23O,Traveller Ghamul
NPC_,Crowded Roads Revisited.esp,0x006BA0,LRcrTravellerMiddle11O,Traveller Muzgonk
NPC_,Crowded Roads Revisited.esp,0x006BA1,LRcrTravellerMiddle12O,Traveller Koffutto
NPC_,Crowded Roads Revisited.esp,0x006BA2,LRcrTravellerMiddle13O,Traveller Mogduk
NPC_,Crowded Roads Revisited.esp,0x006BA3,LRcrTravellerMiddle2O,Traveller Logrob
NPC_,Crowded Roads Revisited.esp,0x006BA4,LRcrTravellerMiddle21O,Traveller Ugruma
NPC_,Crowded Roads Revisited.esp,0x006BA5,LRcrTravellerMiddle22O,Traveller Urim
NPC_,Crowded Roads Revisited.esp,0x006BA6,LRcrTravellerMiddle23O,Traveller Lurog
NPC_,Crowded Roads Revisited.esp,0x006BA7,LRcrTravellerSupplierA,Supplier Gam-Kur
NPC_,Crowded Roads Revisited.esp,0x006BA8,LRcrTravellerSupplierK,Supplier Dro'Thri-Dar
NPC_,Crowded Roads Revisited.esp,0x006BA9,LRcrTravellerSupplierO,Supplier Ghamborz gro-Ghasharzol
NPC_,Crowded Roads Revisited.esp,0x006BAA,LRcrTravellerSupplier1A,Supplier An-Zaw
NPC_,Crowded Roads Revisited.esp,0x006BAB,LRcrTravellerSupplier1K,Supplier S'Zahn
NPC_,Crowded Roads Revisited.esp,0x006BAC,LRcrTravellerSupplier1O,Supplier Lorbul
NPC_,Crowded Roads Revisited.esp,0x007093,LRcrTravellerSupplier2A,Supplier Oleen-Gei
NPC_,Crowded Roads Revisited.esp,0x007094,LRcrTravellerSupplier4A,Supplier Enjoys-Shiny-Things
NPC_,Crowded Roads Revisited.esp,0x007095,LRcrTravellerSupplier2K,Supplier Jo'Kothre
NPC_,Crowded Roads Revisited.esp,0x007096,LRcrTravellerSupplier4K,Supplier Ri'Dato
NPC_,Crowded Roads Revisited.esp,0x007097,LRcrTravellerSupplier2O,Supplier Bugdul
NPC_,Crowded Roads Revisited.esp,0x007098,LRcrTravellerSupplier4O,Supplier Snagamul
NPC_,Crowded Roads Revisited.esp,0x007099,LRcrTravellerSupplier3O,Supplier Durzum
NPC_,Crowded Roads Revisited.esp,0x00709A,LRcrTravellerSupplier6O,Supplier Urzob
NPC_,Crowded Roads Revisited.esp,0x00709B,LRcrTravellerSupplier8O,Supplier Bugdul
NPC_,Crowded Roads Revisited.esp,0x00709C,LRcrTravellerSupplier3A,Supplier Nam-La
NPC_,Crowded Roads Revisited.esp,0x00709D,LRcrTravellerSupplier3K,Supplier Abanji
NPC_,Crowded Roads Revisited.esp,0x00709E,LRcrTravellerSupplier5K,Supplier Raksada
NPC_,Crowded Roads Revisited.esp,0x00709F,LRcrTravellerSupplier7K,Supplier Baadargo
NPC_,Crowded Roads Revisited.esp,0x0070A0,LRcrTravellerSupplier5A,Supplier Does-Not-Worry
NPC_,Crowded Roads Revisited.esp,0x0070A1,LRcrTravellerSupplier7A,Supplier Okan-Ru
NPC_,Crowded Roads Revisited.esp,0x0070A2,LRcrTravellerSupplier7O,Supplier Bogamu
NPC_,Crowded Roads Revisited.esp,0x0070A3,LRcrTravellerSupplier5O,Supplier Shakh
NPC_,Crowded Roads Revisited.esp,0x0070A4,LRcrTravellerSupplier6A,Supplier Beekatan
NPC_,Crowded Roads Revisited.esp,0x0070A5,LRcrTravellerSupplier8A,Supplier J'Ram-Ku
NPC_,Crowded Roads Revisited.esp,0x0070A6,LRcrTravellerSupplier6K,Supplier Khamuzi
NPC_,Crowded Roads Revisited.esp,0x0070A7,LRcrTravellerSupplier8K,Supplier J'Dato
NPC_,Crowded Roads Revisited.esp,0x0070A9,LRcrTravellerAdventurer1I,Adventurer Alcedonia
NPC_,Crowded Roads Revisited.esp,0x0070AA,LRcrTravellerAdventurer11I,Adventurer Cania
NPC_,Crowded Roads Revisited.esp,0x0070AB,LRcrTravellerAdventurer11A,Adventurer On-Wazei
NPC_,Crowded Roads Revisited.esp,0x0070AC,LRcrTravellerAdventurer11K,Adventurer Nisaba
NPC_,Crowded Roads Revisited.esp,0x0070AD,LRcrTravellerAdventurer11O,Adventurer Lorzub
NPC_,Crowded Roads Revisited.esp,0x0070AE,LRcrTravellerAdventurer12I,Adventurer Pritia
NPC_,Crowded Roads Revisited.esp,0x0070AF,LRcrTravellerAdventurer12A,Adventurer On-Wanal
NPC_,Crowded Roads Revisited.esp,0x0070B0,LRcrTravellerAdventurer12K,Adventurer Abanji
NPC_,Crowded Roads Revisited.esp,0x0070B1,LRcrTravellerAdventurer12O,Adventurer Ushar
NPC_,Crowded Roads Revisited.esp,0x0070B2,LRcrTravellerAdventurer13I,Adventurer Thraccenia
NPC_,Crowded Roads Revisited.esp,0x0070B3,LRcrTravellerAdventurer13A,Adventurer Breech-Star
NPC_,Crowded Roads Revisited.esp,0x0070B4,LRcrTravellerAdventurer13K,Adventurer Adanja
NPC_,Crowded Roads Revisited.esp,0x0070B5,LRcrTravellerAdventurer13O,Adventurer Marob
NPC_,Crowded Roads Revisited.esp,0x0070B6,LRcrTravellerAdventurer2I,Adventurer Jonus
NPC_,Crowded Roads Revisited.esp,0x0070B7,LRcrTravellerAdventurer21I,Adventurer Clagius
NPC_,Crowded Roads Revisited.esp,0x0070B8,LRcrTravellerAdventurer21A,Adventurer Dreaded-Water
NPC_,Crowded Roads Revisited.esp,0x0070B9,LRcrTravellerAdventurer21K,Adventurer S'Saddha
NPC_,Crowded Roads Revisited.esp,0x0070BA,LRcrTravellerAdventurer21O,Adventurer Shelur
NPC_,Crowded Roads Revisited.esp,0x0070BB,LRcrTravellerAdventurer22I,Adventurer Valvius
NPC_,Crowded Roads Revisited.esp,0x0070BC,LRcrTravellerAdventurer22A,Adventurer Skink-in-Tree's-Shade
NPC_,Crowded Roads Revisited.esp,0x0070BD,LRcrTravellerAdventurer22K,Adventurer M'Zahn
NPC_,Crowded Roads Revisited.esp,0x0070BE,LRcrTravellerAdventurer22O,Adventurer Dumburz
NPC_,Crowded Roads Revisited.esp,0x0070BF,LRcrTravellerAdventurer23I,Adventurer Bacola
NPC_,Crowded Roads Revisited.esp,0x0070C0,LRcrTravellerAdventurer23A,Adventurer Han-Zaw
NPC_,Crowded Roads Revisited.esp,0x0070C1,LRcrTravellerAdventurer23K,Adventurer Jo'Shavir
NPC_,Crowded Roads Revisited.esp,0x0070C2,LRcrTravellerAdventurer23O,Adventurer Urim
NPC_,Crowded Roads Revisited.esp,0x007A90,LRcrTravellerAdventurer11D,Adventurer Relvessea
NPC_,Crowded Roads Revisited.esp,0x007A91,LRcrTravellerAdventurer12D,Adventurer Rolmi
NPC_,Crowded Roads Revisited.esp,0x007A92,LRcrTravellerAdventurer13D,Adventurer Folrue
NPC_,Crowded Roads Revisited.esp,0x007A93,LRcrTravellerAdventurer21D,Adventurer Danarnas
NPC_,Crowded Roads Revisited.esp,0x007A94,LRcrTravellerAdventurer22D,Adventurer Girosi
NPC_,Crowded Roads Revisited.esp,0x007A95,LRcrTravellerAdventurer23D,Adventurer Dillen
NPC_,Crowded Roads Revisited.esp,0x007A96,LRcrTravellerCommoner11D,Traveller Miaren
NPC_,Crowded Roads Revisited.esp,0x007A97,LRcrTravellerCommoner12D,Traveller Eriram
NPC_,Crowded Roads Revisited.esp,0x007A98,LRcrTravellerCommoner13D,Traveller Velave
NPC_,Crowded Roads Revisited.esp,0x007A99,LRcrTravellerCommoner1D,Traveller Guldyn
NPC_,Crowded Roads Revisited.esp,0x007A9A,LRcrTravellerCommoner21D,Traveller Tedril
NPC_,Crowded Roads Revisited.esp,0x007A9B,LRcrTravellerCommoner22D,Traveller Bradasou
NPC_,Crowded Roads Revisited.esp,0x007A9C,LRcrTravellerCommoner23D,Traveller Svadas
NPC_,Crowded Roads Revisited.esp,0x007A9D,LRcrTravellerCommoner2D,Traveller Nibarrab
NPC_,Crowded Roads Revisited.esp,0x007A9E,LRcrTravellerSupplier1D,Supplier Uro
NPC_,Crowded Roads Revisited.esp,0x007A9F,LRcrTravellerSupplier3D,Supplier Nadnea
NPC_,Crowded Roads Revisited.esp,0x007AA0,LRcrTravellerSupplier2D,Supplier Darvynvil
NPC_,Crowded Roads Revisited.esp,0x007AA1,LRcrTravellerSupplier4D,Supplier Ulvenven
NPC_,Crowded Roads Revisited.esp,0x007AA2,LRcrTravellerSupplier6D,Supplier Dovtu
NPC_,Crowded Roads Revisited.esp,0x007AA3,LRcrTravellerSupplier5D,Supplier Bredvan
NPC_,Crowded Roads Revisited.esp,0x007AA4,LRcrTravellerSupplier7D,Supplier Darvel
NPC_,Crowded Roads Revisited.esp,0x007AA5,LRcrTravellerSupplier8D,Supplier Sadlam
NPC_,Crowded Roads Revisited.esp,0x007AA6,LRcrTravellerSupplierD,Supplier Gomam
NPC_,Crowded Roads Revisited.esp,0x007AA7,LRcrTravellerMiddle11D,Traveller Ilmysea
NPC_,Crowded Roads Revisited.esp,0x007AA8,LRcrTravellerMiddle12D,Traveller Fontu
NPC_,Crowded Roads Revisited.esp,0x007AA9,LRcrTravellerMiddle13D,Traveller Thadasou
NPC_,Crowded Roads Revisited.esp,0x007AAA,LRcrTravellerMiddle1D,Traveller Asso
NPC_,Crowded Roads Revisited.esp,0x007AAB,LRcrTravellerMiddle21D,Traveller Nillen
NPC_,Crowded Roads Revisited.esp,0x007AAC,LRcrTravellerMiddle22D,Traveller Tiler
NPC_,Crowded Roads Revisited.esp,0x007AAD,LRcrTravellerMiddle23D,Traveller Gulther
NPC_,Crowded Roads Revisited.esp,0x007AAE,LRcrTravellerMiddle2D,Traveller Velvos
NPC_,Crowded Roads Revisited.esp,0x00B0BF,LRcrTravellerAdventurer1H,Smooth Criminal
NPC_,Crowded Roads Revisited.esp,0x00B0C0,LRcrTravellerAdventurer11H,Adventurer Elaninde
NPC_,Crowded Roads Revisited.esp,0x00B0C1,LRcrTravellerAdventurer12H,Adventurer Termanwan
NPC_,Crowded Roads Revisited.esp,0x00B0C2,LRcrTravellerAdventurer13H,Adventurer Estelenda
NPC_,Crowded Roads Revisited.esp,0x00B0C3,LRcrTravellerAdventurer21H,Adventurer Volantil
NPC_,Crowded Roads Revisited.esp,0x00B0C4,LRcrTravellerAdventurer22H,Adventurer Moranurg
NPC_,Crowded Roads Revisited.esp,0x00B0C5,LRcrTravellerAdventurer1A,Adventurer Keel-Raniur
NPC_,Crowded Roads Revisited.esp,0x00B0C6,LRcrTravellerAdventurer1D,Adventurer Medrue
NPC_,Crowded Roads Revisited.esp,0x00B0C7,LRcrTravellerAdventurer1K,Adventurer Ahdni
NPC_,Crowded Roads Revisited.esp,0x00B0C8,LRcrTravellerAdventurer1O,Adventurer Ufthamph
NPC_,Crowded Roads Revisited.esp,0x00B0C9,LRcrTravellerAdventurer2A,Adventurer Milos
NPC_,Crowded Roads Revisited.esp,0x00B0CA,LRcrTravellerAdventurer2D,Adventurer Gadadar
NPC_,Crowded Roads Revisited.esp,0x00B0CB,LRcrTravellerAdventurer2K,Adventurer Dro'Shur
NPC_,Crowded Roads Revisited.esp,0x00B0CC,LRcrTravellerAdventurer2H,Adventurer Riminan
NPC_,Crowded Roads Revisited.esp,0x00B0CD,LRcrTravellerAdventurer2O,Adventurer Matuk
NPC_,Crowded Roads Revisited.esp,0x00B0CE,LRcrTravellerAdventurer23H,Adventurer Tauren
NPC_,Crowded Roads Revisited.esp,0x00B0CF,LRcrTravellerCommoner11H,Traveller Erissara
NPC_,Crowded Roads Revisited.esp,0x00B0D0,LRcrTravellerCommoner12H,Traveller Taarnila
NPC_,Crowded Roads Revisited.esp,0x00B0D1,LRcrTravellerCommoner13H,Traveller Cumuninda
NPC_,Crowded Roads Revisited.esp,0x00B0D2,LRcrTravellerCommoner1H,Traveller Tareriona
NPC_,Crowded Roads Revisited.esp,0x00B0D3,LRcrTravellerCommoner21H,Traveller Narienalmo
NPC_,Crowded Roads Revisited.esp,0x00B0D4,LRcrTravellerCommoner22H,Traveller Volanon
NPC_,Crowded Roads Revisited.esp,0x00B0D5,LRcrTravellerCommoner23H,Traveller Fiirdil
NPC_,Crowded Roads Revisited.esp,0x00B0D6,LRcrTravellerCommoner2H,Traveller Falanar
NPC_,Crowded Roads Revisited.esp,0x00B0D7,LRcrTravellerMiddle11H,Traveller Siltayna
NPC_,Crowded Roads Revisited.esp,0x00B0D8,LRcrTravellerMiddle12H,Traveller Elanin
NPC_,Crowded Roads Revisited.esp,0x00B0D9,LRcrTravellerMiddle13H,Traveller Anirne
NPC_,Crowded Roads Revisited.esp,0x00B0DA,LRcrTravellerMiddle1H,Traveller Siltal
NPC_,Crowded Roads Revisited.esp,0x00B0DB,LRcrTravellerMiddle21H,Traveller Fangayne
NPC_,Crowded Roads Revisited.esp,0x00B0DC,LRcrTravellerMiddle22H,Traveller Moranande
NPC_,Crowded Roads Revisited.esp,0x00B0DD,LRcrTravellerMiddle23H,Traveller Sanyail
NPC_,Crowded Roads Revisited.esp,0x00B0DE,LRcrTravellerMiddle2H,Traveller Tyertil
NPC_,Crowded Roads Revisited.esp,0x00B0DF,LRcrTravellerSupplier1H,Supplier Aldarilar
NPC_,Crowded Roads Revisited.esp,0x00B0E0,LRcrTravellerSupplier2H,Supplier Meanaa
NPC_,Crowded Roads Revisited.esp,0x00B0E1,LRcrTravellerSupplier3H,Supplier Celria
NPC_,Crowded Roads Revisited.esp,0x00B0E2,LRcrTravellerSupplier6H,Supplier Calman
NPC_,Crowded Roads Revisited.esp,0x00B0E3,LRcrTravellerSupplier4H,Supplier Kardryar
NPC_,Crowded Roads Revisited.esp,0x00B0E4,LRcrTravellerSupplier5H,Supplier Fainde
NPC_,Crowded Roads Revisited.esp,0x00B0E5,LRcrTravellerSupplier7H,Supplier Sondil
NPC_,Crowded Roads Revisited.esp,0x00B0E6,LRcrTravellerSupplier8H,Supplier Tunenre
NPC_,Crowded Roads Revisited.esp,0x00C98A,LRcrTravellerAdventurer11N,Adventurer Thalestr
NPC_,Crowded Roads Revisited.esp,0x00C98B,LRcrTravellerAdventurer12N,Adventurer Haema
NPC_,Crowded Roads Revisited.esp,0x00C98C,LRcrTravellerAdventurer13N,Adventurer Metter
NPC_,Crowded Roads Revisited.esp,0x00C98D,LRcrTravellerAdventurer1N,Adventurer Heddvi
NPC_,Crowded Roads Revisited.esp,0x00C98E,LRcrTravellerAdventurer21N,Adventurer Sold
NPC_,Crowded Roads Revisited.esp,0x00C98F,LRcrTravellerAdventurer22N,Adventurer Haklang
NPC_,Crowded Roads Revisited.esp,0x00C990,LRcrTravellerAdventurer23N,Adventurer Bathmar
NPC_,Crowded Roads Revisited.esp,0x00C991,LRcrTravellerAdventurer2N,Adventurer Tharsten
NPC_,Crowded Roads Revisited.esp,0x00C992,LRcrTravellerSupplier1N,Supplier Crazyjo
NPC_,Crowded Roads Revisited.esp,0x00C993,LRcrTravellerSupplier2N,Supplier Haaki
NPC_,Crowded Roads Revisited.esp,0x00C994,LRcrTravellerSupplier3N,Supplier Eydis
NPC_,Crowded Roads Revisited.esp,0x00C995,LRcrTravellerSupplier4N,Supplier Andrel
NPC_,Crowded Roads Revisited.esp,0x00C996,LRcrTravellerSupplier5N,Supplier Ingmar
NPC_,Crowded Roads Revisited.esp,0x00C997,LRcrTravellerSupplier6N,Supplier Hidar
NPC_,Crowded Roads Revisited.esp,0x00C998,LRcrTravellerSupplier7N,Supplier Hulgarth
NPC_,Crowded Roads Revisited.esp,0x00C999,LRcrTravellerSupplier8N,Supplier Hagar
NPC_,Crowded Roads Revisited.esp,0x00C99A,LRcrTravellerSupplierN,Supplier Sjorvar
NPC_,Crowded Roads Revisited.esp,0x00CE81,LRcrTravellerCommoner11I,Traveller Nebia
NPC_,Crowded Roads Revisited.esp,0x00CE82,LRcrTravellerCommoner12I,Traveller Cocius
NPC_,Crowded Roads Revisited.esp,0x00CE83,LRcrTravellerCommoner13I,Traveller Fralvi
NPC_,Crowded Roads Revisited.esp,0x00CE84,LRcrTravellerCommoner1I,Traveller Ladiaia
NPC_,Crowded Roads Revisited.esp,0x00CE85,LRcrTravellerCommoner21I,Traveller Surudu
NPC_,Crowded Roads Revisited.esp,0x00CE86,LRcrTravellerCommoner22I,Traveller Falced
NPC_,Crowded Roads Revisited.esp,0x00CE87,LRcrTravellerCommoner23I,Traveller Daripp
NPC_,Crowded Roads Revisited.esp,0x00CE88,LRcrTravellerCommoner2I,Traveller Somuti
NPC_,Crowded Roads Revisited.esp,0x00CE89,LRcrTravellerMiddle11N,Traveller Mette
NPC_,Crowded Roads Revisited.esp,0x00CE8A,LRcrTravellerMiddle12N,Traveller Oddbjorg
NPC_,Crowded Roads Revisited.esp,0x00CE8B,LRcrTravellerMiddle13N,Traveller Rannveig
NPC_,Crowded Roads Revisited.esp,0x00CE8C,LRcrTravellerMiddle1N,Traveller Greidil
NPC_,Crowded Roads Revisited.esp,0x00CE8D,LRcrTravellerMiddle21N,Traveller Viguri
NPC_,Crowded Roads Revisited.esp,0x00CE8E,LRcrTravellerMiddle22N,Traveller Hlard
NPC_,Crowded Roads Revisited.esp,0x00CE8F,LRcrTravellerMiddle23N,Traveller Ergnin
NPC_,Crowded Roads Revisited.esp,0x00CE90,LRcrTravellerMiddle2N,Traveller Kolfhedi
NPC_,Crowded Roads Revisited.esp,0x00D85D,LRcrTravellerAdventurer11R,Adventurer Dandsa
NPC_,Crowded Roads Revisited.esp,0x00D85E,LRcrTravellerAdventurer12R,Adventurer Gwen
NPC_,Crowded Roads Revisited.esp,0x00D85F,LRcrTravellerAdventurer1R,Adventurer Kanet
NPC_,Crowded Roads Revisited.esp,0x00D860,LRcrTravellerAdventurer13R,Adventurer Anora
NPC_,Crowded Roads Revisited.esp,0x00E713,LRcrTravellerAdventurer21R,Adventurer Rinina
NPC_,Crowded Roads Revisited.esp,0x00E714,LRcrTravellerAdventurer22R,Adventurer Sorian
NPC_,Crowded Roads Revisited.esp,0x00E715,LRcrTravellerAdventurer23R,Adventurer Alusaron
NPC_,Crowded Roads Revisited.esp,0x00EBFC,LRcrTravellerAdventurer2R,Adventurer Nannithon
NPC_,Crowded Roads Revisited.esp,0x00F0E3,LRcrTravellerCommoner11R,Traveller Senyndie
NPC_,Crowded Roads Revisited.esp,0x00F0E4,LRcrTravellerCommoner12R,Traveller Kirgin
NPC_,Crowded Roads Revisited.esp,0x00FAB1,LRcrTravellerCommoner13R,Traveller Dulian
NPC_,Crowded Roads Revisited.esp,0x00FAB2,LRcrTravellerCommoner1R,Traveller Monsey
NPC_,Crowded Roads Revisited.esp,0x00FAB3,LRcrTravellerCommoner21R,Traveller Iminda
NPC_,Crowded Roads Revisited.esp,0x00FAB4,LRcrTravellerCommoner22R,Traveller Nistacy
NPC_,Crowded Roads Revisited.esp,0x00FAB5,LRcrTravellerCommoner23R,Traveller Malen
NPC_,Crowded Roads Revisited.esp,0x00FAB6,LRcrTravellerCommoner2R,Traveller Torlinda
NPC_,Crowded Roads Revisited.esp,0x00FAB8,LRcrTravellerMiddle11R,Traveller Senynd
NPC_,Crowded Roads Revisited.esp,0x00FABA,LRcrTravellerMiddle12R,Traveller Chalan
NPC_,Crowded Roads Revisited.esp,0x00FABB,LRcrTravellerMiddle13R,Traveller Lairah
NPC_,Crowded Roads Revisited.esp,0x00FABC,LRcrTravellerMiddle1R,Traveller Jalian
NPC_,Crowded Roads Revisited.esp,0x00FABD,LRcrTravellerMiddle21R,Traveller Domas
NPC_,Crowded Roads Revisited.esp,0x00FABE,LRcrTravellerMiddle22R,Traveller Farminda
NPC_,Crowded Roads Revisited.esp,0x00FABF,LRcrTravellerMiddle23R,Traveller Clusanna
NPC_,Crowded Roads Revisited.esp,0x00FAC0,LRcrTravellerMiddle2R,Traveller Jeanna
NPC_,Crowded Roads Revisited.esp,0x00FAC1,LRcrTravellerSupplier1R,Supplier Alusan
NPC_,Crowded Roads Revisited.esp,0x00FAC2,LRcrTravellerSupplier2R,Supplier Daron
NPC_,Crowded Roads Revisited.esp,0x00FAC3,LRcrTravellerSupplier3R,Supplier Minia
NPC_,Crowded Roads Revisited.esp,0x00FAC4,LRcrTravellerSupplier6R,Supplier Elone
NPC_,Crowded Roads Revisited.esp,0x00FAC5,LRcrTravellerSupplier4R,Supplier Nistacey
NPC_,Crowded Roads Revisited.esp,0x00FAC6,LRcrTravellerSupplier8R,Supplier Kaye
NPC_,Crowded Roads Revisited.esp,0x00FAC7,LRcrTravellerSupplier5R,Supplier Rinina
NPC_,Crowded Roads Revisited.esp,0x00FAC8,LRcrTravellerSupplier7R,Supplier Hickim
NPC_,Crowded Roads Revisited.esp,0x00FAC9,LRcrTravellerSupplierR,Supplier Jarthlanie
,,,,
NPC_,PTRoamingNPCs.esp,0x00457D,PTAdventurer01Lev26,Adventurer Tymvirri
NPC_,PTRoamingNPCs.esp,0x0059FF,PTAdventurer02Lev16,Adventurer Bun-Za
NPC_,PTRoamingNPCs.esp,0x0082FE,PTAdventurer03Lev26,Adventurer Mediloie
NPC_,PTRoamingNPCs.esp,0x009E5A,PTAdventurer04Lev8,Adventurer Agaron
NPC_,PTRoamingNPCs.esp,0x01500A,PTAdventurer05Lev28,Adventurer Daripp
NPC_,PTRoamingNPCs.esp,0x004C53,PTBattleMage01Lev9,Battlemage Thaernd
NPC_,PTRoamingNPCs.esp,0x000ED5,PTKnight01Lev7,Knight Gualva
NPC_,PTRoamingNPCs.esp,0x006E7D,PTKnight02Lev9,Knight Heddvild
NPC_,PTRoamingNPCs.esp,0x009783,PTKnight03Lev27,Knight Lucret
NPC_,PTRoamingNPCs.esp,0x01492F,PTKnight04Lev18,Knight Jeanele
NPC_,PTRoamingNPCs.esp,0x000ED7,PTMage01Lev17,Mage Arenara
NPC_,PTRoamingNPCs.esp,0x0015AD,PTMage02Lev16,Mage Ardarume
NPC_,PTRoamingNPCs.esp,0x0089D5,PTMage03Lev28,Mage Fenandre
NPC_,PTRoamingNPCs.esp,0x015006,PTMage04Lev7,Mage Olquaril
NPC_,PTRoamingNPCs.esp,0x017FE0,PTMerchantAnvilBruma,Merchant Relie
NPC_,PTRoamingNPCs.esp,0x0231BD,PTMerchantCheydinhalSkingrad,Merchant Dandana
NPC_,PTRoamingNPCs.esp,0x026190,PTMerchantChorrolBravil,Merchant Irwaen
NPC_,PTRoamingNPCs.esp,0x026F45,PTMerchantLeyawiinIC,Merchant Caccia
NPC_,PTRoamingNPCs.esp,0x01BD54,PTMerchantMercenaryAnvilBruma,Mercenary Mashagam
NPC_,PTRoamingNPCs.esp,0x02389A,PTMerchantMercenaryCheydSkingrad,Mercenary Nebiaia
NPC_,PTRoamingNPCs.esp,0x026199,PTMerchantMercenaryChorrolBravil,Mercenary Esdruf
NPC_,PTRoamingNPCs.esp,0x026F50,PTMerchantMercenaryLeyawiinIC,Mercenary Sedaves
NPC_,PTRoamingNPCs.esp,0x002359,PTRanger01Lev18,Ranger Abelle
NPC_,PTRoamingNPCs.esp,0x004C56,PTRanger02Lev8,Ranger Nachae
NPC_,PTRoamingNPCs.esp,0x007C27,PTRanger03Lev17,Ranger Fanar
NPC_,PTRoamingNPCs.esp,0x0090AC,PTRanger04Lev27,Ranger Shabhira
NPC_,PTRoamingNPCs.esp,0x00A52F,PTRider01,Adventurer Raesaia
NPC_,PTRoamingNPCs.esp,0x00B9AF,PTRider02,Knight Gakkenfe
NPC_,PTRoamingNPCs.esp,0x00C08D,PTRider03,Battlemage Wih-Ju
NPC_,PTRoamingNPCs.esp,0x00C768,PTRider04,Ranger Heniel
NPC_,PTRoamingNPCs.esp,0x017907,PTRider05,Adventurer Tsabhi
,,,,
CREA,ShiveringIsleTravellers.esp,0x005A39,MMPRoamingTraderBaliwog01,Grimmie
CREA,ShiveringIsleTravellers.esp,0x005A3B,MMPRoamingTraderHound01,Windfield
CREA,ShiveringIsleTravellers.esp,0x005A40,MMPRoamingTraderSIElytra01,Elzar
CREA,ShiveringIsleTravellers.esp,0x005A3D,MMPRoamingTraderSIGuar11,Clare
CREA,ShiveringIsleTravellers.esp,0x005A42,MMPWizardSIImp01,Sherwin
INGR,ShiveringIsleTravellers.esp,0x003146,TradersBaliwogLeg,Trader's Baliwog Leg
NPC_,ShiveringIsleTravellers.esp,0x0067ED,SIRoamingTraderBardGuard01,Guard Umek
,,,,
NPC_,TamrielTravellers.esm,0x008552,MMPRoamingTraderSI01,Doni Nuccius
NPC_,TamrielTravellers.esm,0x008553,MMPRoamingTraderSI02,Elvia Critiu
NPC_,TamrielTravellers.esm,0x008554,MMPRoamingTraderSI03,Ashul Batul
NPC_,TamrielTravellers.esm,0x008555,MMPRoamingTraderSI04,Dilin
NPC_,TamrielTravellers.esm,0x008556,MMPRoamingTraderSI05,Eontene
NPC_,TamrielTravellers.esm,0x008557,MMPRoamingTraderSI06,Ruth Keen
NPC_,TamrielTravellers.esm,0x008558,MMPRoamingTraderSI07,Edrial Arenim
NPC_,TamrielTravellers.esm,0x027EFA,MMPRoamingBardGuard01,Guard Karkash
NPC_,TamrielTravellers.esm,0x027EFB,MMPRoamingBardGuard02,Guard Arwena
NPC_,TamrielTravellers.esm,0x027EFC,MMPRoamingBardGuard03,Guard Rockel
NPC_,TamrielTravellers.esm,0x027EFD,MMPRoamingBardGuard04,Guard Juslan
NPC_,TamrielTravellers.esm,0x027EFE,MMPRoamingBardGuard05,Guard Rillian
NPC_,TamrielTravellers.esm,0x027EFF,MMPRoamingBardGuard06,Guard Hughen
NPC_,TamrielTravellers.esm,0x027F00,MMPRoamingBardGuard07,Guard Kellstra
NPC_,TamrielTravellers.esm,0x027F01,MMPRoamingBardGuard08,Guard Fahrnam
NPC_,TamrielTravellers.esm,0x027F02,MMPRoamingBardGuard09,Guard Alisa
NPC_,TamrielTravellers.esm,0x00AE7B,MMPRoamingBardGuard10,Guard Keldorn
,,,,
NPC_,MannimarcoComplete.esp,0x04E986,000Mvisitora,Commoner Olo
NPC_,MannimarcoComplete.esp,0x050C01,000Mvisitorb,Commoner Kliopes
NPC_,MannimarcoComplete.esp,0x050C02,000Mvisitorc,Commoner Faragyl
NPC_,MannimarcoComplete.esp,0x050C03,000Mvisitord,Commoner Ulmer
NPC_,MannimarcoComplete.esp,0x050C04,000Mvisitore,Commoner Mathro
NPC_,MannimarcoComplete.esp,0x03E1B6,00DeadNecromancer1,Necromancer Teth
NPC_,MannimarcoComplete.esp,0x03E1B7,00DeadNecromancer2,Necromancer Seth
NPC_,MannimarcoComplete.esp,0x03E1B8,00DeadNecromancer3,Necromancer Osirion
NPC_,MannimarcoComplete.esp,0x03E1BA,00DeadNecromancer4,Necromancer Ra
